compound_name,atom_index,atom_symbol,atomic_number,degree,formal_charge,valence,hybridization,is_aromatic,is_in_ring,ring_size,num_hydrogens,neighbor_c,neighbor_n,neighbor_o,neighbor_halogen,aromatic_neighbors,single_bonds,double_bonds,triple_bonds,gasteiger_charge,mean_neighbor_charge,max_neighbor_charge,min_neighbor_charge,PC1_raw,PC2_raw,PC1_scaled,PC2_scaled,cluster,cluster_name
Gabapentin,11,C,6,2,0,4,3,0,1,6,2,2,0,0,0,0,2,0,0,-0.04582442709208445,-0.029857553035511068,-0.007001387194551519,-0.05271371887647062,2.201223516550042,1.0953115670052833,0.03341373695921471,-0.7364360224261971,5,Saturated Ring Atom
Ibuprofen (Racemate),0,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.06245589069280734,-0.04307412588969147,-0.04307412588969147,-0.04307412588969147,-3.543817750419986,-0.4656484191517394,-1.8964712073242274,-1.2970489160810967,1,Aliphatic sp3 Atom
Ibuprofen (Racemate),1,C,6,3,0,4,3,0,0,0,1,3,0,0,0,0,3,0,0,-0.04307412588969147,-0.05015861236280941,-0.025564055702813556,-0.06245589069280734,-3.325926128367316,2.5663975724788157,-0.7490846761479256,-1.958701886072134,5,Saturated Ring Atom
Ibuprofen (Racemate),2,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.06245589069280734,-0.04307412588969147,-0.04307412588969147,-0.04307412588969147,-3.543817750419986,-0.4656484191517394,-1.8964712073242274,-1.2970489160810967,1,Aliphatic sp3 Atom
Ibuprofen (Racemate),3,C,6,2,0,4,3,0,0,0,2,2,0,0,0,1,2,0,0,-0.025564055702813556,-0.045409150272186984,-0.04307412588969147,-0.047744174654682496,-3.1926679983557222,0.965272560930182,-0.934889355904099,-1.4475944765118245,1,Aliphatic sp3 Atom
Ibuprofen (Racemate),4,C,6,3,0,4,2,1,1,6,0,3,0,0,0,2,1,0,0,-0.047744174654682496,-0.047677703653103816,-0.025564055702813556,-0.05873452762824895,3.261980343430585,0.804323410423013,2.561354165394103,1.0334199611928914,0,Aromatic Carbon
Ibuprofen (Racemate),5,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05873452762824895,-0.05282727521991312,-0.047744174654682496,-0.057910375785143756,3.1533982754427563,-0.7104215993517164,2.0361807581226197,1.3139475889034207,0,Aromatic Carbon
Ibuprofen (Racemate),6,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.057910375785143756,-0.046411111417850676,-0.0340876952074524,-0.05873452762824895,3.153167657460387,-0.7107436600651913,2.0036747584449914,1.341654411585969,0,Aromatic Carbon
Ibuprofen (Racemate),7,C,6,3,0,4,2,1,1,6,0,3,0,0,0,2,1,0,0,-0.0340876952074524,-0.012320462555088335,0.0788593639050225,-0.057910375785143756,3.26036315699661,0.8024431992169436,2.339933905872338,1.2116332809335588,0,Aromatic Carbon
Ibuprofen (Racemate),8,C,6,3,0,4,3,0,0,0,1,3,0,0,0,1,3,0,0,0.0788593639050225,0.07611077980007004,0.3101853515323108,-0.0477653169246483,-3.0887292010939222,2.477515481106777,-1.0490449583699453,-1.2583154334084437,5,Saturated Ring Atom
Ibuprofen (Racemate),9,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.0477653169246483,0.0788593639050225,0.0788593639050225,0.0788593639050225,-3.54807252570303,-0.483009295700088,-2.470076038064814,-0.6659117719375587,1,Aliphatic sp3 Atom
Ibuprofen (Racemate),10,C,6,3,0,4,2,0,0,0,0,1,0,2,0,0,2,1,0,0.3101853515323108,-0.21789586409405112,0.0788593639050225,-0.4807885019257389,-3.476870989937911,1.3422765615868633,-0.02544540722314221,-5.2828777786412005,4,Carbonyl Carbon
Ibuprofen (Racemate),11,O,8,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,-0.2517584542614369,0.3101853515323108,0.3101853515323108,0.3101853515323108,-3.599859887227892,-2.024778090076633,-4.681963721130637,1.9571913841449404,6,Carbonyl Oxygen
Ibuprofen (Racemate),12,O,8,1,0,2,2,0,0,0,1,1,0,0,0,0,1,0,0,-0.4807885019257389,0.3101853515323108,0.3101853515323108,0.3101853515323108,-3.693761008312416,-1.307344713774917,-4.662676827273351,2.496515810193438,2,Electron-Rich Heteroatom
Ibuprofen (Racemate),13,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.057910375785143756,-0.046411111417850676,-0.0340876952074524,-0.05873452762824895,3.153167657460387,-0.7107436600651913,2.0036747584449914,1.341654411585969,0,Aromatic Carbon
Ibuprofen (Racemate),14,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05873452762824895,-0.05282727521991312,-0.047744174654682496,-0.057910375785143756,3.1533982754427563,-0.7104215993517164,2.0361807581226197,1.3139475889034207,0,Aromatic Carbon
Lidocaine,0,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.052412718947804644,-0.004188519591116971,-0.004188519591116971,-0.004188519591116971,-3.5451200037390653,-0.4708090771491631,-2.072072215071067,-1.1066577747963557,1,Aliphatic sp3 Atom
Lidocaine,1,C,6,2,0,4,3,0,0,0,2,1,1,0,0,0,2,0,0,-0.004188519591116971,-0.17373596690592097,-0.052412718947804644,-0.2950592148640373,-3.5525567229822976,0.8185022754028033,-0.7098074241045834,-3.1422189630178496,3,Heteroatom-Adjacent Carbon
Lidocaine,2,N,7,3,0,3,3,0,0,0,0,3,0,0,0,0,3,0,0,-0.2950592148640373,0.02323617583338643,0.07808556668239323,-0.004188519591116971,-3.4340306420281177,2.2326844147436375,-1.8793785904463267,-0.7845552025736633,5,Saturated Ring Atom
Lidocaine,3,C,6,2,0,4,3,0,0,0,2,1,1,0,0,0,2,0,0,-0.004188519591116971,-0.17373596690592097,-0.052412718947804644,-0.2950592148640373,-3.5525567229822976,0.8185022754028033,-0.7098074241045834,-3.1422189630178496,3,Heteroatom-Adjacent Carbon
Lidocaine,4,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.052412718947804644,-0.004188519591116971,-0.004188519591116971,-0.004188519591116971,-3.5451200037390653,-0.4708090771491631,-2.072072215071067,-1.1066577747963557,1,Aliphatic sp3 Atom
Lidocaine,5,C,6,2,0,4,3,0,0,0,2,1,1,0,0,0,2,0,0,0.07808556668239323,-0.028496541494219776,0.23806613187559775,-0.2950592148640373,-3.557109796507764,0.8141598706985116,-1.3524781473899479,-2.630342822986863,3,Heteroatom-Adjacent Carbon
Lidocaine,6,C,6,3,0,4,2,0,0,0,0,1,1,1,0,0,2,1,0,0.23806613187559775,-0.17321524707173763,0.07808556668239323,-0.324484604945174,-3.4406591570685734,1.2639157746559944,-0.23312477359558414,-4.38083253773871,4,Carbonyl Carbon
Lidocaine,7,O,8,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,-0.2732467029524321,0.23806613187559775,0.23806613187559775,0.23806613187559775,-3.597473838395285,-2.0154076131299057,-4.3601979698686755,1.609895004744194,6,Carbonyl Oxygen
Lidocaine,8,N,7,2,0,3,2,0,0,0,1,2,0,0,0,1,2,0,0,-0.324484604945174,0.1423285900986679,0.23806613187559775,0.046591048321738056,-3.232834015329364,0.4705620642781678,-2.3641334621137897,0.8783061253157219,2,Electron-Rich Heteroatom
Lidocaine,9,C,6,3,0,4,2,1,1,6,0,2,1,0,0,2,1,0,0,0.046591048321738056,-0.12630804535887533,-0.027219765565725973,-0.324484604945174,3.144277498234866,0.5751200023062077,3.1472536755577822,-0.48526662068965387,7,Activated Aromatic/Heteroaromatic
Lidocaine,10,C,6,3,0,4,2,1,1,6,0,3,0,0,0,2,1,0,0,-0.027219765565725973,-0.016115217032978756,0.046591048321738056,-0.05723439387403816,3.2608837861277196,0.8033492213850151,2.4085686659637653,1.1526139648948528,0,Aromatic Carbon
Lidocaine,11,C,6,1,0,4,3,0,0,0,3,1,0,0,0,1,1,0,0,-0.037702305546636165,-0.027219765565725973,-0.027219765565725973,-0.027219765565725973,-3.3022508420308965,-0.552876757431088,-1.5945705084800972,-1.028112128601159,1,Aliphatic sp3 Atom
Lidocaine,12,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05723439387403816,-0.04440439243564907,-0.027219765565725973,-0.06158901930557218,3.153097192385148,-0.7106042060420861,1.9932218766656395,1.3475338376488601,0,Aromatic Carbon
Lidocaine,13,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.06158901930557218,-0.05723439387403816,-0.05723439387403816,-0.05723439387403816,3.153533460350062,-0.7103698330976487,2.055415761821958,1.2996466057309026,0,Aromatic Carbon
Lidocaine,14,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05723439387403816,-0.04440439243564907,-0.027219765565725973,-0.06158901930557218,3.153097192385148,-0.7106042060420861,1.9932218766656395,1.3475338376488601,0,Aromatic Carbon
Lidocaine,15,C,6,3,0,4,2,1,1,6,0,3,0,0,0,2,1,0,0,-0.027219765565725973,-0.016115217032978756,0.046591048321738056,-0.05723439387403816,3.2608837861277196,0.8033492213850151,2.4085686659637653,1.1526139648948528,0,Aromatic Carbon
Lidocaine,16,C,6,1,0,4,3,0,0,0,3,1,0,0,0,1,1,0,0,-0.037702305546636165,-0.027219765565725973,-0.027219765565725973,-0.027219765565725973,-3.3022508420308965,-0.552876757431088,-1.5945705084800972,-1.028112128601159,1,Aliphatic sp3 Atom
Ketamine,0,C,6,1,0,4,3,0,0,0,3,0,1,0,0,0,1,0,0,-0.015206035850549682,-0.3042859105636157,-0.3042859105636157,-0.3042859105636157,-3.6566361068491218,-0.6867952460033235,-0.6044256093115723,-3.4425568998865,3,Heteroatom-Adjacent Carbon
Ketamine,1,N,7,2,0,3,3,0,0,0,1,2,0,0,0,0,2,0,0,-0.3042859105636157,0.04443049132808289,0.10406701850671546,-0.015206035850549682,-3.5433738389118825,0.7173366897447773,-2.516235021656531,-0.41226361073859746,1,Aliphatic sp3 Atom
Ketamine,2,C,6,4,0,4,3,0,1,6,0,3,1,0,0,1,4,0,0,0.10406701850671546,-0.043123101705940955,0.15694722384123436,-0.3042859105636157,2.54053908550978,3.8060193081246645,1.735640368398628,-2.3506315585404822,5,Saturated Ring Atom
Ketamine,3,C,6,3,0,4,2,1,1,6,0,3,0,0,0,2,1,0,0,-0.0017975046501965725,0.03163908890026986,0.10406701850671546,-0.05522416997978045,3.259835964140741,0.8019664350485884,2.254662031894089,1.2839557667110972,0,Aromatic Carbon
Ketamine,4,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05522416997978045,-0.03180162265299127,-0.0017975046501965725,-0.061805740655785965,3.1526496024797184,-0.7113231929329737,1.9303714048917402,1.4022068449396548,0,Aromatic Carbon
Ketamine,5,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.061805740655785965,-0.05799444622366541,-0.05522416997978045,-0.06076472246755037,3.1535559309989876,-0.710045460432847,2.0579046182081613,1.293900632870494,0,Aromatic Carbon
Ketamine,6,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.06076472246755037,-0.052482526161888254,-0.043159311667990544,-0.061805740655785965,3.1533608762172096,-0.7102717323743426,2.0303250425974615,1.316777878342487,0,Aromatic Carbon
Ketamine,7,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.043159311667990544,-0.007345152146837897,0.04607441817387457,-0.06076472246755037,3.1518657252479003,-0.7122644240086382,1.8200516754776277,1.49281063199614,0,Aromatic Carbon
Ketamine,8,C,6,3,0,4,2,1,1,6,0,2,0,0,1,2,1,0,0,0.04607441817387457,-0.042969629755419486,-0.0017975046501965725,-0.08395207294807135,3.1332893639367287,0.4929255741316272,2.397231124908183,0.6116991506408487,0,Aromatic Carbon
Ketamine,9,Cl,17,1,0,1,3,0,0,0,0,1,0,0,0,1,1,0,0,-0.08395207294807135,0.04607441817387457,0.04607441817387457,0.04607441817387457,-3.613392716689586,-1.4853545419789058,-3.210576393716467,0.23771794268164342,1,Aliphatic sp3 Atom
Ketamine,10,C,6,2,0,4,3,0,1,6,2,2,0,0,0,0,2,0,0,-0.023356215451185897,0.026860705463611696,0.10406701850671546,-0.050345607579492066,2.1993493422827286,1.0927457994306042,-0.22998631963323615,-0.5151504024103293,5,Saturated Ring Atom
Ketamine,11,C,6,2,0,4,3,0,1,6,2,2,0,0,0,0,2,0,0,-0.050345607579492066,-0.03477351561524687,-0.023356215451185897,-0.04619081577930785,2.2013664556217605,1.0948071043609566,0.054947806409178644,-0.745369754985028,5,Saturated Ring Atom
Ketamine,12,C,6,2,0,4,3,0,1,6,2,2,0,0,0,0,2,0,0,-0.04619081577930785,-0.020966293560491983,0.008413020458508096,-0.050345607579492066,2.2008920718428375,1.0944744386834602,-0.012534282133298583,-0.6923590798774456,5,Saturated Ring Atom
Ketamine,13,C,6,2,0,4,3,0,1,6,2,2,0,0,0,0,2,0,0,0.008413020458508096,0.05537820403096325,0.15694722384123436,-0.04619081577930785,2.1986187181010943,1.092651179333882,-0.33345015340392875,-0.4432630671955947,5,Saturated Ring Atom
Ketamine,14,C,6,3,0,4,2,0,1,6,0,2,0,1,0,0,2,1,0,0.15694722384123436,-0.06158079218128823,0.10406701850671546,-0.29722241550908823,2.315889317484364,1.5591868032389886,0.8309967299059711,-2.4031561750684265,4,Carbonyl Carbon
Ketamine,15,O,8,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,-0.29722241550908823,0.15694722384123436,0.15694722384123436,0.15694722384123436,-3.594788058531093,-2.004854192177735,-3.998014073792446,1.2188657159196943,6,Carbonyl Oxygen
Lamotrigine,0,N,7,1,0,3,2,0,0,0,2,1,0,0,0,1,1,0,0,-0.3664241394133748,0.24159882707027744,0.24159882707027744,0.24159882707027744,-3.345555993833536,-1.0694912163145553,-3.428476209551253,1.867504828925757,2,Electron-Rich Heteroatom
Lamotrigine,1,C,6,3,0,4,2,1,1,6,0,0,3,0,0,2,1,0,0,0.24159882707027744,-0.2234042451220766,-0.11113012855466697,-0.3664241394133748,2.903476884139716,0.07063376163525703,3.7042192739300157,-2.5544391689341683,7,Activated Aromatic/Heteroaromatic
Lamotrigine,2,N,7,2,0,3,2,1,1,6,0,1,1,0,0,2,0,0,0,-0.11113012855466697,0.04940179010871999,0.24159882707027744,-0.14279524685283745,2.923573881492787,-1.284243206113306,0.9619256842196194,1.4596220310953882,7,Activated Aromatic/Heteroaromatic
Lamotrigine,3,N,7,2,0,3,2,1,1,6,0,1,1,0,0,2,0,0,0,-0.14279524685283745,0.012795899723004975,0.13672192800067692,-0.11113012855466697,2.9246417212076525,-1.286486480940607,1.119424496986385,1.3764247744124518,7,Activated Aromatic/Heteroaromatic
Lamotrigine,4,C,6,3,0,4,2,1,1,6,0,2,1,0,0,3,1,0,0,0.13672192800067692,0.012933533488697949,0.15559083267202967,-0.14279524685283745,3.380988890680149,0.46965044083884155,2.8110029513395913,0.45113109807822527,7,Activated Aromatic/Heteroaromatic
Lamotrigine,5,C,6,3,0,4,2,1,1,6,0,3,0,0,0,3,1,0,0,0.026005014646901633,0.05150675596801477,0.13672192800067692,-0.050992204555889487,3.5013100014856353,0.7156417003346967,2.540686356630149,1.5534906436549893,0,Aromatic Carbon
Lamotrigine,6,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.050992204555889487,-0.016999079628362543,0.026005014646901633,-0.060003173903626715,3.152145022132417,-0.7122034686133829,1.85978845102675,1.464156920281672,0,Aromatic Carbon
Lamotrigine,7,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.060003173903626715,-0.046474459985418444,-0.0419567154149474,-0.050992204555889487,3.1531564270498875,-0.7115147011887899,2.003701246049373,1.35138347683133,0,Aromatic Carbon
Lamotrigine,8,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.0419567154149474,-6.210364026545609e-05,0.0598789666230958,-0.060003173903626715,3.1516083715828507,-0.712749055919228,1.7840798323596507,1.5249840551602407,0,Aromatic Carbon
Lamotrigine,9,C,6,3,0,4,2,1,1,6,0,2,0,0,1,2,1,0,0,0.0598789666230958,-0.018618127320037,0.06879054445925686,-0.08268821100442046,3.1322292861570618,0.4918883525122899,2.2520171370404682,0.7252872581603567,0,Aromatic Carbon
Lamotrigine,10,Cl,17,1,0,1,3,0,0,0,0,1,0,0,0,1,1,0,0,-0.08268821100442046,0.0598789666230958,0.0598789666230958,0.0598789666230958,-3.6138784869949223,-1.4873480431570392,-3.276062336206614,0.30998244406123326,1,Aliphatic sp3 Atom
Lamotrigine,11,C,6,3,0,4,2,1,1,6,0,2,0,0,1,2,1,0,0,0.06879054445925686,0.0013060912876542558,0.0598789666230958,-0.08196570740703467,3.132199712043445,0.4914974503470644,2.23947830083398,0.7451678899287602,0,Aromatic Carbon
Lamotrigine,12,Cl,17,1,0,1,3,0,0,0,0,1,0,0,0,1,1,0,0,-0.08196570740703467,0.06879054445925686,0.06879054445925686,0.06879054445925686,-3.614193029963456,-1.4886415062428564,-3.3184647203302124,0.35682275327719715,1,Aliphatic sp3 Atom
Lamotrigine,13,C,6,3,0,4,2,1,1,6,0,1,2,0,0,2,1,0,0,0.15559083267202967,-0.14588069730504408,0.13672192800067692,-0.38170555251762106,3.0214442506908195,0.3236090832387495,3.0959857424484576,-1.3052631811519984,7,Activated Aromatic/Heteroaromatic
Lamotrigine,14,N,7,1,0,3,2,0,0,0,2,1,0,0,0,1,1,0,0,-0.38170555251762106,0.15559083267202967,0.15559083267202967,0.15559083267202967,-3.342604964449426,-1.0575904776971146,-3.0305996616647533,1.4323127154339275,2,Electron-Rich Heteroatom
Lamotrigine,15,N,7,2,0,3,2,1,1,6,0,2,0,0,0,2,0,0,0,-0.19265846739818807,0.19859482987115357,0.24159882707027744,0.15559083267202967,3.0402385954411533,-1.0607189045855345,0.21773148361105735,3.1787953412162167,0,Aromatic Carbon
Propofol,0,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.058543899305077696,-0.01821678510922286,-0.01821678510922286,-0.01821678510922286,-3.544675777119306,-0.4691232663979692,-2.0121521315953608,-1.1702483883603265,1,Aliphatic sp3 Atom
Propofol,1,C,6,3,0,4,3,0,0,0,1,3,0,0,0,1,3,0,0,-0.01821678510922286,-0.040131515238160685,-0.0033067471043266516,-0.058543899305077696,-3.084232527513288,2.4804972232131677,-0.43069996188084203,-1.71903412995589,5,Saturated Ring Atom
Propofol,2,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.058543899305077696,-0.01821678510922286,-0.01821678510922286,-0.01821678510922286,-3.544675777119306,-0.4691232663979692,-2.0121521315953608,-1.1702483883603265,1,Aliphatic sp3 Atom
Propofol,3,C,6,3,0,4,2,1,1,6,0,3,0,0,0,2,1,0,0,-0.0033067471043266516,0.016227405271677015,0.12197294149608193,-0.055073940571828024,3.2597635173916673,0.8024839659306906,2.252769593875681,1.271762651458422,0,Aromatic Carbon
Propofol,4,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.055073940571828024,-0.03236809225842721,-0.0033067471043266516,-0.061429437412527765,3.152672540818443,-0.7113037626699033,1.9336465018136502,1.3995341037793416,0,Aromatic Carbon
Propofol,5,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.061429437412527765,-0.055073940571828024,-0.055073940571828024,-0.055073940571828024,3.1534570462022997,-0.7106845028279305,2.0451147615774894,1.3110338431399042,0,Aromatic Carbon
Propofol,6,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.055073940571828024,-0.03236809225842721,-0.0033067471043266516,-0.061429437412527765,3.152672540818443,-0.7113037626699033,1.9336465018136502,1.3995341037793416,0,Aromatic Carbon
Propofol,7,C,6,3,0,4,2,1,1,6,0,3,0,0,0,2,1,0,0,-0.0033067471043266516,0.016227405271677015,0.12197294149608193,-0.055073940571828024,3.2597635173916673,0.8024839659306906,2.252769593875681,1.271762651458422,0,Aromatic Carbon
Propofol,8,C,6,3,0,4,3,0,0,0,1,3,0,0,0,1,3,0,0,-0.01821678510922286,-0.040131515238160685,-0.0033067471043266516,-0.058543899305077696,-3.084232527513288,2.4804972232131677,-0.43069996188084203,-1.71903412995589,5,Saturated Ring Atom
Propofol,9,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.058543899305077696,-0.01821678510922286,-0.01821678510922286,-0.01821678510922286,-3.544675777119306,-0.4691232663979692,-2.0121521315953608,-1.1702483883603265,1,Aliphatic sp3 Atom
Propofol,10,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.058543899305077696,-0.01821678510922286,-0.01821678510922286,-0.01821678510922286,-3.544675777119306,-0.4691232663979692,-2.0121521315953608,-1.1702483883603265,1,Aliphatic sp3 Atom
Propofol,11,C,6,3,0,4,2,1,1,6,0,2,0,1,0,2,1,0,0,0.12197294149608193,-0.17132559990393068,-0.0033067471043266516,-0.5073633055031387,3.108120379057676,0.6559156170250233,3.3568844443292982,-1.418536299331922,7,Activated Aromatic/Heteroaromatic
Propofol,12,O,8,1,0,2,2,0,0,0,1,1,0,0,0,1,1,0,0,-0.5073633055031387,0.12197294149608193,0.12197294149608193,0.12197294149608193,-3.4453459999475844,-1.3673939799674009,-3.4373614619354877,1.7635070188776962,2,Electron-Rich Heteroatom
rac-Etomidate,0,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.030521446915650285,0.08887910609820208,0.08887910609820208,0.08887910609820208,-3.5482586542341865,-0.4833109594180911,-2.4952842224880722,-0.6466229192637696,1,Aliphatic sp3 Atom
rac-Etomidate,1,C,6,2,0,4,3,0,0,0,2,1,0,1,0,0,2,0,0,0.08887910609820208,-0.24589752251744332,-0.030521446915650285,-0.46127359811923635,-3.5883966621424372,0.9004585110631975,-0.44218611670276475,-4.145952822404174,3,Heteroatom-Adjacent Carbon
rac-Etomidate,2,O,8,2,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,-0.46127359811923635,0.2225005231778515,0.3561219402575009,0.08887910609820208,-3.5817241019598787,0.23246409669087953,-3.6979241129502753,1.5874146715721267,2,Electron-Rich Heteroatom
rac-Etomidate,3,C,6,3,0,4,2,0,0,0,0,1,0,2,0,1,2,1,0,0.3561219402575009,-0.18609725517475204,0.14734931712809346,-0.46127359811923635,-3.235990625597101,1.2549081591083935,0.1837746377630221,-4.9513969880962705,4,Carbonyl Carbon
rac-Etomidate,4,O,8,1,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,-0.24436748453311322,0.3561219402575009,0.3561219402575009,0.3561219402575009,-3.6014438809251046,-2.0311883047801365,-4.895522184329099,2.191191702649773,6,Carbonyl Oxygen
rac-Etomidate,5,C,6,3,0,4,2,1,1,5,0,2,1,0,0,2,1,0,0,0.14734931712809346,0.03271996988135861,0.3561219402575009,-0.317815131019987,2.2246759794892292,0.5623878026968958,2.2232266417649327,0.0716772901312232,7,Activated Aromatic/Heteroaromatic
rac-Etomidate,6,C,6,2,0,4,2,1,1,5,1,1,1,0,0,2,0,0,0,0.05985310040656195,-0.0484499487551914,0.14734931712809346,-0.24424921463847626,2.1177172298909084,-0.9586785063246812,1.9502359090048569,0.25074575435785584,7,Activated Aromatic/Heteroaromatic
rac-Etomidate,7,N,7,2,0,3,2,1,1,5,0,2,0,0,0,2,0,0,0,-0.24424921463847626,0.07782765368894573,0.0958022069713295,0.05985310040656195,2.1302948736637393,-1.0556952579046754,0.6241173358803027,2.5773414647039012,0,Aromatic Carbon
rac-Etomidate,8,C,6,2,0,4,2,1,1,5,1,0,2,0,0,2,0,0,0,0.0958022069713295,-0.28103217282923165,-0.24424921463847626,-0.317815131019987,2.003908759515006,-1.1978477969891497,3.1399834838510934,-1.598017317227593,7,Activated Aromatic/Heteroaromatic
rac-Etomidate,9,N,7,3,0,3,2,1,1,5,0,3,0,0,0,2,1,0,0,-0.317815131019987,0.1002048363503494,0.14734931712809346,0.05746298495162522,2.2374593919312304,0.45210534818364856,0.9544767752233021,2.540221654550982,0,Aromatic Carbon
rac-Etomidate,10,C,6,3,0,4,3,0,0,0,1,2,1,0,0,2,3,0,0,0.05746298495162522,-0.1277322393480216,-0.025420359519245518,-0.317815131019987,-2.9599498438282406,2.1634748735089504,0.5172383665743067,-2.9990644230890187,3,Heteroatom-Adjacent Carbon
rac-Etomidate,11,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.03996122750483237,0.05746298495162522,0.05746298495162522,0.05746298495162522,-3.5472200661748365,-0.4792346072279421,-2.355226945900527,-0.797749102452221,1,Aliphatic sp3 Atom
rac-Etomidate,12,C,6,3,0,4,2,1,1,6,0,3,0,0,0,2,1,0,0,-0.025420359519245518,-0.01882115792557794,0.05746298495162522,-0.05696322936417952,3.260789703116464,0.8034936484257642,2.3980892228239243,1.1557074484334389,0,Aromatic Carbon
rac-Etomidate,13,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05696322936417952,-0.04366835299359128,-0.025420359519245518,-0.06191634646793704,3.153072304290348,-0.7106098609603491,1.989657471361545,1.3501798978536255,0,Aromatic Carbon
rac-Etomidate,14,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.06191634646793704,-0.059604682877940546,-0.05696322936417952,-0.06224613639170157,3.153613098267351,-0.7098208049442132,2.0656361637279748,1.2854926050309154,0,Aromatic Carbon
rac-Etomidate,15,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.06224613639170157,-0.06191634646793704,-0.06191634646793704,-0.06191634646793704,3.153695884946744,-0.7097097434171982,2.0773136001745764,1.2756014318292368,0,Aromatic Carbon
rac-Etomidate,16,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.06191634646793704,-0.059604682877940546,-0.05696322936417952,-0.06224613639170157,3.153613098267351,-0.7098208049442132,2.0656361637279748,1.2854926050309154,0,Aromatic Carbon
rac-Etomidate,17,C,6,2,0,4,2,1,1,6,1,2,0,0,0,2,0,0,0,-0.05696322936417952,-0.04366835299359128,-0.025420359519245518,-0.06191634646793704,3.153072304290348,-0.7106098609603491,1.989657471361545,1.3501798978536255,0,Aromatic Carbon
(S)-Ibuprofen,0,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.06245589069280734,-0.04307412588969147,-0.04307412588969147,-0.04307412588969147,-3.543817750419986,-0.4656484191517394,-1.8964712073242274,-1.2970489160810967,1,Aliphatic sp3 Atom
(S)-Ibuprofen,1,C,6,3,0,4,3,0,0,0,1,3,0,0,0,0,3,0,0,-0.04307412588969147,-0.05015861236280941,-0.025564055702813556,-0.06245589069280734,-3.325926128367316,2.5663975724788157,-0.7490846761479256,-1.958701886072134,5,Saturated Ring Atom
(S)-Ibuprofen,2,C,6,1,0,4,3,0,0,0,3,1,0,0,0,0,1,0,0,-0.06245589069280734,-0.04307412588969147,-0.04307412588969147,-0.04307412588969147,-3.543817750419986,-0.4656484191517394,-1.8964712073242274,-1.2970489160810967,1,Aliphatic sp3 Atom
(S)-Ibuprofen,3,C,6,2,0,4,3,0,0,0,2,2,0,0,0,1,2,0,0,-0.025564055702813556,-0.045409150272186984,-0.04307412588969147,-0.047744174654682496,-3.1926679983557222,0.965272560930182,-0.934889355904099,-1.4475944765118245,1,Aliphatic sp3 Atom
(S)-Ibuprofen,4,C,6,3,0,4,2,1,1,6,0,3,0,0,0,2,1,0,0,-0.047744174654682496,-0.047677703653103816,-0.025564055702813556,-0.05873452762824895,3.261980343430585,0.804323410423013,2.561354165394103,1.0334199611928914,0,Aromatic Carbon
